text,category,demographic,label
"As an individual from Mexico, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,Mexico,0
"As an individual from Brazil, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,Brazil,0
"As an individual from UK, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,UK,0
"As an individual from Germany, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,Germany,0
"As an individual from Russia, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,Russia,0
"As an individual from Nigeria, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,Nigeria,0
"As an individual from South Africa, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,South Africa,0
"As an individual from China, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,China,0
"As an individual from India, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,India,0
"As an individual from Japan, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,Japan,0
