text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
living in my mom's house right now. takes me back to how i felt as a child.,0,1,0,1,0,1,0,0,0
they attacked my roommate's dog while i was walking her.,0,1,1,1,0,0,1,0,1
work stress...my computer has a virus or something and is locking up. :(,0,0,1,0,0,0,0,1,0
It's stress. I need to start meditating or something.,0,0,1,1,0,0,0,1,0
my boyfriend hasn't responded to my calls for the last two days.,0,0,0,1,0,0,1,0,0
the one thing that really bothers me about jared is that he never had me hang out with his friends.,0,0,0,0,0,1,1,0,0
my health seems to have taken a turn for the worse,0,0,0,1,0,0,0,0,1
i would tell her,0,1,0,0,0,0,0,0,0
"no movie, or song, or anything can cheer me up.",0,0,0,1,0,0,0,0,1
So its been a major pain in my ass trying to get into ONE LAST CLASS!,1,0,0,1,1,0,0,0,0
i don't have time to eat dinner tonight.,0,0,1,0,0,0,0,0,1
"Having trouble at work, dont know how to handle it.",0,0,0,0,0,0,0,1,0
"I've been dragging around the house all weekend, muttering things like, ""Needs more tension.",0,1,1,0,0,1,0,0,0
"i cant sleep and im soo tired. not just physically, but mentally.",0,0,0,1,0,0,0,0,1
i don't know what to make for dinner,0,1,1,0,0,0,0,0,0
it is stressful to watch the cleveland browns football games.,0,1,1,1,0,0,0,0,0
the whole  corona  situation stresses me,0,1,0,1,0,0,1,0,1
"I really want to plan a vacation, but COVID has made me question whether travel is safe",0,1,1,1,0,0,0,0,0
work has been so stressful lately. i have been the only one on the unit for 3 days now.,0,0,0,0,0,0,0,1,0
This stupid internship is making things very hard for me.,0,0,0,0,1,0,0,1,0
"Mad depression is really, really bad and makes me want to drink.",0,0,0,1,0,0,0,0,1
my boss is an asshole.,1,0,1,1,0,0,0,1,0
"Iam affraid i have a social problem of some sort , i cant exspress my emotions for my friends.",0,0,0,0,0,0,1,0,0
Yeah so now my dads mad at Philip so much that I can't see hiim today.,0,1,0,0,0,1,1,0,0
They're all worried because they still don't know if they passed the Liberal Arts math class they had together.,0,0,0,0,1,0,0,0,0
my boss is giving trouble,0,0,0,1,0,0,1,1,0
my sister is on my ass,0,0,0,1,0,1,1,0,0
hello can i talk to you know about something important,0,1,0,0,0,0,0,0,0
I am having trouble motivating myself this semester.,0,1,1,1,1,0,0,0,0
My husband's new job doesn't have benefits and I need health insurance,1,0,1,1,0,0,0,0,1
"I need to start going to classes again, i have been slacking real bad!",0,1,1,0,1,0,0,0,0
"My attitude sucks and that is why I find my self haveing all these terrible and painful problems, not just in romantic relations, but in all aspects of my life.",0,0,1,1,0,0,1,0,0
"decisions, decisions! off to do laundry and clean for a bit, my house is a mess since we had to move things around to put in the flooring.",0,1,1,0,0,0,0,0,0
well i was at work and i been stressed out becuase theres alot of people coming at,1,0,0,0,0,0,0,1,1
his girlfriend broke up with him.,0,1,0,1,0,0,1,0,0
"i guess its partially my own fault, but i dont like being around a bunch of people i dont know or like and being ignored by my supposed ""best friend"".",0,0,0,1,0,0,1,0,0
"it costs a lot of money to travel, but i feel like my parents don't do it enough.",1,1,0,0,0,1,0,0,0
my laptop is down i need it for school,1,0,0,1,1,0,0,0,0
"I happen to be starting the preliminary stages of finding a job, which is a pretty stressful event.",0,1,1,0,0,0,0,1,0
i was sick the past few days. also my roommate lost his job.,1,0,0,1,0,0,1,1,1
oh my goodness where do i start? my teenagers have been stressing me out to the max,0,0,0,0,0,1,0,0,0
upcoming trip,0,1,1,1,0,0,0,0,0
this conversation. why are you asking me this,0,1,0,1,0,1,1,0,0
i feel like i cant balance between all of my reponsibilities,1,1,1,1,0,0,0,1,0
I was really depressed and low from that breakup!,0,0,0,1,0,1,1,0,0
I'm sick of trying to keep together and everything just going to shit in my hands.,0,1,1,1,0,0,0,0,0
"It's like two weeks pay won't even be enough to cover the cost of one round trip ticket, and I have to go once a month!",1,0,0,0,0,0,0,0,0
Dealing with right-wing syncophants and trolls online and in social media has been hard.,0,1,1,0,0,0,1,0,0
i have been stressing about going back to school,1,0,1,0,1,0,0,0,0
"he never seems to think that anything is his problem, spills or knocks something off, its the containers or that which it was resting on is at fault.",0,1,0,1,0,1,1,0,0
now between school and work and childcare and everything else there isnt any time left for us.,0,0,0,1,1,1,0,1,0
My boss was sick and felt evil today.,0,0,0,0,0,0,1,1,0
i have been stressed out by my daughter turning in her guidance counselor for bullying,0,1,0,0,1,1,1,0,0
Well I have been having some really hard times at work as of late.,0,0,0,0,0,0,0,1,0
"I've been bummed out lately at work, mostly by my own inability to get motivated and self-manage.",0,1,0,1,0,0,0,1,1
"Well, this is my stress currently thats goin through my mind every second of everyday sooo far.",1,1,1,1,0,0,0,0,0
the uncertainty of my relationship is stressing me out.,0,0,0,1,0,0,1,0,0
"after all this, i'm bitching about having a job.",1,1,0,1,0,0,0,1,0
i need to find a new job!,0,0,0,0,0,0,0,1,0
"So I became bitter, wondering WHY my life couldn't just mend itself whenever necssary.",0,1,1,0,0,0,0,0,0
so i have my advanced algebra exam tomorrow which im soo scared about..,0,0,0,0,1,0,0,0,0
is it sad that I'm planning my wedding?,0,1,1,1,0,1,1,0,0
i overdrew my bank account by 200 dollars,1,0,1,1,0,0,0,0,0
Chibi has been really irritating lately and constantly checks in on me so see how many reservations I'm doing.,0,0,0,0,0,0,1,1,0
"Work hasn't been great and on top of that, I've hardly spent anytime with me boyfriend.",0,0,0,0,0,0,1,1,0
changing my water filter at my house.,0,1,1,0,0,0,0,0,0
"The chefs have no idea what the ingredients will be until the round starts, and they're always really random.",0,1,0,0,0,0,0,1,0
have a paper due next Thursday for socioloqy and an essay due on Monday for enqlish comp so i qotta do that this weekend.,0,1,0,1,1,0,0,0,0
my water line to my toilet froze up during this cold spell.,1,1,1,0,0,0,0,0,0
It's saying that he's cheating on his girlfriend for someone he truely cares about.,0,1,0,1,0,0,1,0,0
Your brother tells you he's in jail what do you say? what happened?,0,1,0,1,0,1,0,0,0
I am worried about not able to go out and shop because of increasing Covid-19 cases,0,1,1,0,0,0,0,0,1
not understanding these instructions.,0,1,1,0,1,0,0,1,0
Still can't get the family together for Christmas day and Dave's still attempting to make it to Christmas Eve with the Ory's.,0,1,0,0,0,1,0,0,0
"The next part, the travel-and-exposit part, was really giving me trouble.",0,1,1,0,1,0,0,1,0
I didn't get money for the summer semester so its been rough the last few months.,1,0,0,0,1,0,0,0,0
"like today, it makes me extremly stressed.",0,1,1,1,0,0,0,0,0
I have an EXTREME headache from my brothers bickering back and forth.,0,0,0,0,0,1,0,0,1
i have some stress,0,1,1,0,0,1,1,0,0
"So, those who work expect to get paid, but they cant pay them becuase theres not enough money generated to pay all these employees sitting around.",1,0,0,0,0,0,0,1,0
"It is all my fault, I always have to start shit because of my fucking issues.",0,1,0,1,0,0,1,0,0
My stomach hurts a lot from stress.,0,1,0,1,0,0,0,0,1
so today i'm like massively tired which sucks cause i'm working and i need to be able to consentrate especailly in the mornings cause it's very busy!!,0,0,0,1,0,0,0,1,1
That's probably one of the reasons I had so much trouble sleeping last night.,0,0,0,0,0,1,0,0,1
Fear of Negative Outcomes for Relationship Partners,0,0,1,0,0,0,1,0,0
i have been stressed about work load and my abilities to finish on time.,1,0,1,1,0,0,0,1,0
So I was supposed to use this weekend to study for the exam I have to retake.,0,0,1,0,1,0,0,0,0
"In other words, I am BROKE. I have no money.",1,0,0,0,0,0,0,1,0
"the usual kids, husband's job, and house",1,0,1,0,0,1,0,1,0
I am so bothered by this I have a bad headache I THINK my fever just came back and my throat and jaw are so painful,0,0,0,1,0,0,0,0,1
This virus isolation thing,1,0,1,1,0,0,1,0,1
"As a result I currently have very little money in my bank account, my grades suck, and I'm just not happy with my life.",1,0,0,0,1,0,0,1,0
I've been doubting myself and my decision to come here like mad this week.,0,0,1,1,0,0,0,0,0
The spread of the coronavirus is really scary.,1,1,0,1,0,0,1,0,1
I haven't been sleeping well lately for worry.,0,1,0,1,0,0,0,0,1
"Math test was today, I don't think I did too well.",0,0,0,0,1,0,0,0,0
money situation has been the biggest stress for me,1,0,0,0,0,0,0,0,0
Hi. I have been stressed about the virus situation.,1,1,0,1,0,0,0,1,1
i had to write a speech the other day,0,1,0,0,1,1,1,0,0
i hate living and i hate everything its like im entirely empty and i cant find a single thing to be happy about.,0,0,0,1,0,0,0,0,0
i need to go make a list and start cleaning my hopelessly messy room!,0,1,1,0,0,0,0,0,1
I am going insane trying to finish my speech that I'm due to give in like three hours.,0,1,0,1,1,0,0,1,0
work has been really difficult lately.,0,0,0,0,0,0,0,1,0
John isn't cooperating in the lease break and I'm so in debt that I don't know where to start.,1,1,0,1,0,0,1,0,0
"Work has been getting pretty stressful, no one seems to be getting along, everyone is getting annoyed with the other and no work is being done!",0,0,0,0,0,0,1,1,0
"I tried to talk to him, when all I wanted to do was give him a friendlt hug back, but given our history, I didn't think it was appropriate.",0,1,1,1,0,0,1,0,0
not feeling good,0,1,0,1,0,0,0,0,1
my job isn't paying me enough to make ends meat.,1,1,0,0,0,0,0,1,0
my car's started died this week and it cost me a lot of money to fix it.,1,1,0,0,0,0,0,0,0
"On the another note, to my girlfriend, J. I know you was very upset and worn out over the issue had happened.",0,1,0,1,0,0,1,0,0
i am off work due to surgery and i dont have income,1,0,0,0,0,0,0,1,1
i have a shit load of work i need to get done for my classes and,0,0,0,0,1,0,0,1,0
I just can't deal with the people I live with right now.,0,0,0,0,0,1,1,0,0
Work is forcing us to work random shifts.,0,0,0,0,0,0,1,1,0
"I am panicking, I receive zero income during this Coronavirus pandemic. Idk what to do!",1,0,0,0,0,0,0,1,1
"I haven't been making as much money as I need, and I'm working hard.",1,0,0,0,0,0,1,1,0
Its just every day it seems i curse myself for wanting to be something that is so difficult.,0,1,1,1,1,0,0,1,0
my job has extended my hours.,1,0,0,0,0,0,0,1,1
filled with work this week. don't want to miss the date.,0,1,0,0,0,0,0,1,0
my boyfriend and i are fighting and i don't know what to do.,0,0,0,1,0,1,1,0,0
People talking shit about my friends upsets me.,0,1,1,1,0,0,1,0,0
i got promoted at work and am getting a lot of tasks assigned to me,0,0,0,0,1,0,0,1,0
not being able to see my niece and nephew,0,0,0,1,0,1,1,0,0
"it was off to math test where I found out I did pretty horrible on a quiz, guess reading Che in class isn't helping my grade.",0,0,0,0,1,0,0,0,0
The COVID-19 situation has really been stressing me out!,0,0,1,1,0,0,0,0,1
hey just wanted to left you know that i checked on the dogs they are doing great! have f,0,1,0,0,0,0,0,0,0
it's hard to get the tulsa libertarian party to agree to meet.,1,1,0,0,0,0,1,0,0
I lost my job.,1,0,0,0,0,0,0,1,0
Hi. I've been stressing about making money.,1,0,0,0,0,0,0,1,0
i need to catch up in school.,0,1,0,0,1,0,0,0,0
my current on/off relationship with the person i have been dating for over a year now,0,1,0,1,0,0,1,0,0
my boss is always giving me a hard time,1,0,0,1,0,0,1,1,0
My grades in school weren't the best and I'm terribly afraid of fucking up those classes.,0,1,0,0,1,0,0,0,0
Chris and I head over to my moms for dinner and things just felt weird.,0,1,0,0,0,1,1,0,0
"So in other news, I'm totally drowning in school work.",0,1,0,0,1,0,0,1,0
I've been trying to reach Jessica for a week and its just not working out!,0,1,0,0,0,0,1,0,0
I'm so fed up with aol not working right.,0,1,1,0,0,0,0,1,0
i'm dealing with health issues and am not sure of what is going to happen.,0,0,0,0,0,0,0,0,1
incredibly tired and i have to be alert until noon today,0,0,0,0,0,0,0,1,1
"i need like, a rehab for it or something because i cant carry on my days like this.",0,1,1,1,0,0,1,0,1
"It just makes me sad to think my baby is getting older and any health ""problem"" upsets me greatly.",0,0,0,1,0,1,0,0,1
i would say that work is very stressfull and it is getting to me very much,0,0,0,1,0,0,0,1,0
I'm getting tired of seeing my friends hurting because of other people.,0,0,0,1,0,0,1,0,0
ive been very confused about everything lately in my life and what ive wanted and what i need.,0,1,0,1,0,0,0,0,0
the fact i have to stay inside alot,0,1,1,0,0,0,1,0,0
"I simply don't know how I feel about everything that's happening in my life, making it hard to rationalize and internalize everything.",0,0,1,1,0,0,1,0,1
They are more expensive than I pay for living now.,1,1,0,0,0,0,0,0,0
I stepped on a thingy and now my foot hurts.,0,0,0,0,0,0,0,0,1
"my mom has been kind of worried about me lately, and i've kinda felt the need to talk with her about everything thats been goin on with me.",0,1,0,1,0,1,0,0,0
Not being prepared for the unknown.  Wish had more back up supplies and day to day neces,1,1,1,1,0,0,0,0,0
this darn covid has been stressing me out. people don't listen!,0,0,1,1,0,0,1,0,1
simply planing a meal,0,1,1,0,0,0,1,0,0
i have been feeling rushed at work and having trouble with my training.,0,0,0,0,0,0,0,1,0
My money is now a issue and possible being screwed over like my parents are.,1,0,0,0,0,1,0,1,0
i am trying to find a new job but having a hard time applying.,1,0,0,1,0,0,0,1,0
i'm very stressed about my weight. i feel that no matter how hard i try i can't lose wei,0,0,1,1,0,0,0,0,1
"Scully is so sad and depressed so me, my mom, and Melissa want to get her a friend.",0,0,0,1,0,1,1,0,0
i just can't seem to make enough money for this family.,1,0,0,0,0,1,1,1,0
I've been having a really tough time handling this job promotion workload.,1,0,1,0,0,0,1,1,0
i've lately been stressed about money,1,0,0,0,0,0,0,0,0
a recent situation that's been stressing me out is my trust issues i have with people,0,0,0,1,0,0,1,0,0
"It's just too much work to do all that twice a day, or every day even.",0,0,1,0,1,0,0,1,0
hi friends i m very stressful.,1,1,0,0,1,0,1,0,0
"family drama mostly, having to deal with the kid.",0,0,0,0,0,1,1,0,0
i'm stressed that i don't make enough money at work.,1,0,0,0,0,0,0,1,0
I don't make money to add to our finances.,1,0,0,0,0,0,0,1,0
due to peer pressure and anxiety of not being accepted by the people i call friends.,0,0,0,1,1,0,1,0,0
Which means I have to go back to school.,0,1,0,0,1,0,0,0,0
"I've been pretty bad with this whole updating thing, ne? ::shrug:: Well, I've been busy.",0,1,0,1,0,0,1,0,0
omg i am stressing! work is i cant get cought up on my work!!,0,0,1,1,0,0,1,1,0
My dad is all sick like.,0,1,0,1,0,1,0,0,1
"That is I am a freshman, and my first semester is 18 FRIGGEN credit hours.",0,1,0,0,1,0,0,0,0
"on the subject of not affording things, it has been PAINFULLY sloooooow at work.",1,1,0,0,0,0,0,1,0
